id_point_eau,date_releve,departement,commune,latitude,longitude,altitude_m,annee_construction,type_ouvrage,type_pompe,profondeur_forage_m,niveau_statique_m,debit_essai_m3_h,qualite_eau,nb_menages,population_desservie,distance_village_m,nb_points_eau_village,mode_gestion,mode_paiement,cotisation_mensuelle_fcfa,technicien_forme_village,stock_pieces_rechange_commune,distance_atelier_km,maitre_ouvrage,installateur,nb_pannes_12_mois,mois_depuis_derniere_maintenance,nb_jours_arret_12_mois,intervention_prevue,cout_reparation_estime_fcfa,etat_fonctionnement
PE-003191,2025-01-17,Borgou,Kalale,9.38589,2.94928,271.3,0,Puits traditionnel ameliore,Aucune (puisage manuel),13.6,5.3,3.97,Potable,61.0,335,360.0,3,Comite de gestion villageois,Gratuit,0.0,0,0,14.9,Etat,ENT-040,3,15.0,3.0,Aucune,0.0,fonctionnel
PE-004911,2025-07-22,Zou,Cove,7.60688,1.59151,156.6,2012,Forage equipe PMH,Volanta,86.1,,3.52,Potable,162.0,872,620.0,4,Comite de gestion villageois,Cotisation annuelle,730.0,0,0,6.9,ONG internationale,ENT-005,0,,2.0,Aucune,0.0,fonctionnel
PE-002695,2025-01-15,Oueme,Aguegues,6.25684,2.878,298.1,1985,Puits moderne,Aucune (puisage manuel),61.1,15.5,1.27,Saumatre,,280,370.0,1,Aucune gestion formelle,Gratuit,0.0,0,0,33.6,Etat,ENT-042,3,53.0,274.0,Remplacement de pompe,1565000.0,en panne
PE-007007,2025-06-01,Borgou,Sinende,9.7891,3.03867,312.3,1997,Puits moderne,India Mark II,7.0,2.9,7.6,Potable,55.0,400,320.0,2,Comite de gestion villageois,Cotisation annuelle,340.0,1,1,46.0,Etat,ENT-046,3,11.0,3.0,Aucune,0.0,fonctionnel
PE-009092,2025-11-03,Atacora,Toucountouna,10.094,1.87102,72.9,1999,Adduction d'eau villageoise,Immergee electrique,74.7,3.5,2.2,Turbide,139.0,785,300.0,3,Comite de gestion villageois,Cotisation annuelle,100.0,1,0,15.9,ONG internationale,ENT-001,0,10.0,20.0,Reparation legere,186000.0,fonctionnel a reparer
PE-006552,2025-03-29,Atlantique,Kpomasse,6.84319,2.54693,,2014,Puits moderne,Aucune (puisage manuel),5.0,1.3,2.21,Saumatre,80.0,429,530.0,1,Comite de gestion villageois,Gratuit,0.0,1,0,39.8,Prive,ENT-004,1,10.0,1.0,Aucune,0.0,fonctionnel
PE-002203,2025-07-11,Borgou,Perere,9.67028,2.95453,119.1,2008,Forage equipe PMH,Vergnet,59.3,5.5,1.22,Saumatre,52.0,296,270.0,1,Aucune gestion formelle,Gratuit,0.0,0,0,32.0,ONG internationale,ENT-034,1,18.0,89.0,Rehabilitation lourde,244000.0,en panne
PE-009222,2025-06-29,Alibori,Kandi,11.55893,2.97937,229.5,1989,Puits traditionnel ameliore,Aucune (puisage manuel),31.4,7.1,4.4,Potable,50.0,260,1350.0,4,Comite de gestion villageois,Cotisation annuelle,410.0,0,1,30.1,ONG internationale,ENT-045,2,19.0,3.0,Aucune,0.0,fonctionnel
PE-006423,2025-11-18,Zou,Djidja,7.38139,1.87684,236.2,2018,Puits traditionnel ameliore,India Mark II,66.2,18.1,5.13,Ferrugineuse,34.0,198,220.0,3,Delegataire prive,Au volume,420.0,0,0,7.4,Etat,ENT-001,0,15.0,2.0,Aucune,0.0,fonctionnel
PE-009532,2025-02-23,Atacora,Tanguieta,10.96324,2.05437,284.5,1987,Puits moderne,Aucune (puisage manuel),5.0,1.8,2.83,Turbide,21.0,139,560.0,5,Comite de gestion villageois,Cotisation annuelle,300.0,0,1,10.3,Association villageoise,ENT-021,2,35.0,49.0,Remplacement de pompe,1421000.0,en panne
PE-000116,2025-02-07,Atacora,Materi,10.24415,1.95079,184.3,2021,Poste d'eau autonome,Immergee thermique,83.4,21.8,0.49,Potable,7.0,37,470.0,3,Comite de gestion villageois,Gratuit,0.0,0,0,52.9,Association villageoise,ENT-028,1,12.0,122.0,Remplacement de pompe,1300000.0,en panne
PE-005329,2025-02-25,Plateau,Ketou,6.86293,2.94188,,1987,Puits moderne,India Mark II,47.2,,3.59,Potable,49.0,297,570.0,2,Aucune gestion formelle,Gratuit,0.0,1,1,27.0,ONG internationale,ENT-002,4,15.0,36.0,Remplacement de pieces,205000.0,fonctionnel a reparer
PE-007756,2025-11-03,Collines,Ouesse,8.48814,2.02026,298.9,1999,Poste d'eau autonome,Immergee electrique,41.4,20.9,0.42,Potable,38.0,188,1080.0,1,Comite de gestion villageois,Cotisation annuelle,940.0,0,0,10.3,Prive,ENT-045,0,46.0,191.0,Rehabilitation lourde,1687000.0,en panne
PE-002024,2025-03-06,Alibori,Kandi,11.7003,3.31867,251.9,2005,Forage equipe PMH,India Mark II,78.4,11.8,8.35,Potable,160.0,680,270.0,5,Aucune gestion formelle,Gratuit,0.0,0,0,5.2,ONG internationale,ENT-038,0,2.0,5.0,Aucune,0.0,fonctionnel
PE-004037,2025-04-22,Borgou,N'Dali,9.91576,3.34786,138.3,2023,Forage equipe PMH,India Mark II,46.5,24.1,3.44,Ferrugineuse,11.0,56,570.0,4,Comite de gestion villageois,Au volume,460.0,0,0,89.9,Cooperation bilaterale,ENT-002,1,33.0,148.0,Rehabilitation lourde,905000.0,en panne
PE-006026,2025-08-03,Zou,Ouinhi,6.97258,2.43543,166.3,1987,Forage equipe PMH,Vergnet,57.4,18.7,9.74,Potable,32.0,184,210.0,4,Aucune gestion formelle,Cotisation annuelle,620.0,0,0,50.0,ONG internationale,ENT-015,3,,279.0,Remplacement de pompe,411000.0,en panne
PE-003959,2025-09-26,Borgou,Nikki,10.37674,2.49168,277.3,2019,Forage equipe PMH,India Mark II,59.0,19.1,2.62,Potable,78.0,426,520.0,2,Aucune gestion formelle,Gratuit,0.0,0,1,13.1,ONG internationale,ENT-044,1,28.0,236.0,Remplacement de pompe,2185000.0,en panne
PE-001358,2025-10-09,Borgou,Parakou,9.3439,2.55904,131.8,1987,Puits moderne,Aucune (puisage manuel),5.0,1.4,2.12,Potable,85.0,422,50.0,1,Comite de gestion villageois,Au volume,1290.0,0,0,24.1,Cooperation bilaterale,ENT-011,6,27.0,107.0,Rehabilitation lourde,1267000.0,en panne
PE-008401,2025-09-24,Zou,Djidja,7.11298,2.46502,3.0,1988,Adduction d'eau villageoise,Immergee thermique,101.6,38.8,2.0,Potable,60.0,375,490.0,5,Gestion communale,Cotisation annuelle,600.0,0,0,32.0,Association villageoise,ENT-042,1,3.0,325.0,Remplacement de pompe,1293000.0,en panne
PE-002767,2025-10-05,Atlantique,So-Ava,6.38162,2.29369,73.9,2017,Adduction d'eau villageoise,Immergee solaire,38.3,11.4,0.33,Potable,16.0,91,330.0,4,Comite de gestion villageois,Gratuit,0.0,0,0,40.3,Commune,ENT-023,0,49.0,3.0,Aucune,0.0,fonctionnel
PE-010826,2025-01-25,Oueme,Porto-Novo,6.71304,2.55831,222.2,2016,Forage equipe PMH,India Mark II,52.6,22.7,1.94,Turbide,58.0,334,850.0,3,Aucune gestion formelle,Gratuit,0.0,1,0,10.2,Commune,ENT-007,0,13.0,8.0,Aucune,0.0,fonctionnel
PE-001033,2025-03-15,Couffo,Dogbo,6.80364,2.00371,191.2,2015,Puits moderne,Aucune (puisage manuel),5.0,1.2,2.43,Potable,74.0,506,900.0,4,Comite de gestion villageois,Gratuit,0.0,1,0,32.7,Etat,ENT-017,1,7.0,3.0,Aucune,0.0,fonctionnel
PE-005343,2025-06-01,Plateau,Ifangni,7.19925,2.27398,196.7,2018,Puits moderne,India Mark II,33.8,5.9,4.52,Potable,132.0,660,690.0,5,Delegataire prive,Forfait mensuel,600.0,0,0,11.7,Commune,ENT-041,0,31.0,5.0,Aucune,0.0,fonctionnel
PE-000469,2025-04-25,Atlantique,Toffo,6.98314,2.07642,92.4,0,Puits traditionnel ameliore,Aucune (puisage manuel),5.0,1.0,3.9,Turbide,106.0,516,430.0,3,Comite de gestion villageois,Cotisation annuelle,240.0,1,0,14.5,Commune,ENT-002,0,10.0,0.0,Aucune,0.0,fonctionnel
PE-008732,2025-05-09,Mono,Grand-Popo,6.47801,2.28228,163.7,2023,Forage equipe PMH,India Mark II,81.4,31.7,3.96,Potable,105.0,609,540.0,3,Delegataire prive,Forfait mensuel,200.0,1,1,20.8,Commune,ENT-004,0,11.0,3.0,Aucune,0.0,fonctionnel
PE-005636,2025-06-15,Borgou,Parakou,9.26914,3.393,222.0,2003,Puits traditionnel ameliore,Aucune (puisage manuel),46.8,19.0,2.77,Saumatre,90.0,417,680.0,1,Gestion communale,Gratuit,0.0,0,0,76.1,Etat,ENT-042,1,29.0,144.0,Rehabilitation lourde,1448000.0,en panne
PE-009028,2025-11-12,Mono,Athieme,7.1259,2.12206,250.2,2019,Forage equipe PMH,India Mark II,12.5,4.1,1.41,Turbide,107.0,583,250.0,5,Aucune gestion formelle,Gratuit,0.0,0,1,32.5,Commune,ENT-044,1,14.0,1.0,Aucune,0.0,fonctionnel
PE-010769,2025-08-04,Borgou,N'Dali,9.4953,2.43062,142.9,2018,Adduction d'eau villageoise,Immergee solaire,89.7,28.1,3.39,Saumatre,56.0,283,160.0,3,Delegataire prive,Au volume,100.0,1,1,18.8,Etat,ENT-052,0,4.0,1.0,Aucune,0.0,fonctionnel
PE-001941,2025-05-14,Collines,Savalou,9.00302,1.98407,110.8,2021,Forage equipe PMH,India Mark II,95.7,113.49569479279256,9.36,Potable,43.0,218,160.0,5,Comite de gestion villageois,Au volume,,0,0,22.9,Commune,ENT-016,0,9.0,4.0,Aucune,0.0,fonctionnel
PE-004336,2025-06-01,  Atlantique,Ze,6.18109,2.38185,,2000,Forage equipe PMH,India Mark II,52.5,12.7,1.93,Fluoree,77.0,407,1040.0,1,Delegataire prive,Au volume,200.0,1,1,13.6,ONG internationale,ENT-047,2,10.0,6.0,Aucune,0.0,fonctionnel
PE-001578,2025-10-31,  Atlantique,Tori-Bossito,6.65108,2.69787,163.2,1989,Forage equipe PMH,Vergnet,37.1,,1.85,Potable,50.0,249,590.0,3,Delegataire prive,Forfait mensuel,1620.0,0,1,33.2,Association villageoise,ENT-044,4,59.0,197.0,Abandon,806000.0,en panne
PE-008881,2025-04-10,Mono,GRAND-POPO,6.42615,1.58215,43.5,2001,Forage equipe PMH,Volanta,75.7,35.3,1.6,Potable,89.0,551,410.0,4,Aucune gestion formelle,Gratuit,0.0,0,0,27.3,Etat,ENT-035,0,43.0,283.0,Remplacement de pompe,727000.0,en panne
PE-007441,2025-11-18,Oueme,Avrankou,6.40647,2.3113,262.7,1986,Puits moderne,India Mark II,23.4,,4.15,Ferrugineuse,40.0,192,140.0,3,Gestion communale,Cotisation annuelle,530.0,0,0,1.2,Commune,ENT-043,1,23.0,2.0,Aucune,0.0,fonctionnel
PE-004338,2025-10-23,Plateau,Ketou,6.87463,2.38415,88.9,2002,Poste d'eau autonome,Immergee solaire,62.7,4.7,,Potable,96.0,431,460.0,2,Delegataire prive,Au volume,440.0,0,0,27.6,ONG internationale,ENT-032,2,11.0,2.0,Aucune,0.0,fonctionnel
PE-006602,2025-07-21,Atacora,Kerou,10.59425,1.32759,29.8,1991,Adduction d'eau villageoise,Immergee solaire,111.9,32.7,1.69,Potable,52.0,302,520.0,2,Delegataire prive,Au volume,220.0,1,0,12.6,Cooperation bilaterale,ENT-018,1,7.0,1.0,Aucune,0.0,fonctionnel
PE-010660,2025-03-22,Oueme,Akpro-Misserete,7.16609,2.74762,139.1,2016,Adduction d'eau villageoise,Immergee solaire,82.3,23.6,5.12,Potable,42.0,240,50.0,1,Comite de gestion villageois,Cotisation annuelle,810.0,0,0,17.9,Etat,ENT-045,2,16.0,1.0,Aucune,0.0,fonctionnel
PE-000264,2025-04-17,Atlantique,Toffo,6.747,2.45304,261.7,2021,Forage equipe PMH,Vergnet,40.1,30.8,4.13,Ferrugineuse,198.0,1181,480.0,4,Comite de gestion villageois,Cotisation annuelle,240.0,0,1,12.8,ONG internationale,ENT-051,1,34.0,0.0,Aucune,0.0,fonctionnel
PE-010131,2025-05-02,Borgou,Kalale,10.22358,2.47306,320.8,2015,Puits traditionnel ameliore,India Mark II,8.9,4.1,1.99,Potable,92.0,529,800.0,5,Comite de gestion villageois,Au volume,950.0,0,1,21.1,Etat,ENT-003,1,,4.0,Aucune,0.0,fonctionnel
PE-011160,2025-06-17,Alibori,Kandi,11.00545,3.16206,212.0,1996,Forage equipe PMH,India Mark II,65.0,24.1,0.28,Potable,81.0,401,280.0,3,Comite de gestion villageois,Cotisation annuelle,260.0,0,0,23.5,Etat,ENT-018,1,7.0,8.0,Aucune,0.0,fonctionnel
PE-007228,2025-11-10,Couffo,Djakotomey,7.82831,1.68569,196.1,2020,Adduction d'eau villageoise,Immergee thermique,38.2,14.2,0.15,Fluoree,77.0,377,550.0,4,Delegataire prive,Au volume,1190.0,1,0,15.7,Etat,ENT-031,0,11.0,3.0,Aucune,0.0,fonctionnel
PE-010154,2025-03-22,Atacora,Toucountouna,10.48154,2.11813,267.3,1993,Forage equipe PMH,India Mark II,7030.0,35.1,3.14,Potable,24.0,116,1170.0,1,Gestion communale,Gratuit,0.0,0,0,24.0,Etat,ENT-011,5,21.0,272.0,Remplacement de pompe,1481000.0,en panne
PE-002479,2025-11-05,Atlantique,TORI-BOSSITO,6.18892,2.00027,315.9,1986,Puits moderne,India Mark II,40.3,22.8,2.14,Potable,107.0,636,1230.0,2,Comite de gestion villageois,Cotisation annuelle,550.0,0,1,32.1,Etat,ENT-020,4,40.0,5.0,Aucune,0.0,fonctionnel
PE-008013,2025-11-13,  Atlantique,TORI-BOSSITO,7.16058,2.44344,151.5,2018,Puits moderne,India Mark II,21.6,8.1,0.99,Potable,73.0,323,570.0,10,Delegataire prive,Au volume,400.0,0,1,28.4,Commune,ENT-052,0,13.0,3.0,Aucune,0.0,fonctionnel
PE-005441,2025-06-21,Plateau,Adja-Ouere,6.61519,1.87405,120.6,2008,Puits traditionnel ameliore,Aucune (puisage manuel),13.3,,5.72,,89.0,597,560.0,6,Comite de gestion villageois,Gratuit,0.0,0,0,16.7,Etat,ENT-015,1,30.0,4.0,Aucune,0.0,fonctionnel
PE-009129,2025-10-17,  Borgou,Parakou,10.0052,2.75319,178.9,1993,Poste d'eau autonome,Immergee solaire,50.1,10.1,0.39,Potable,29.0,179,270.0,1,Aucune gestion formelle,Gratuit,0.0,0,0,25.7,Cooperation bilaterale,ENT-006,2,18.0,4.0,Aucune,0.0,fonctionnel
PE-000307,2025-03-29,Zou,Bohicon,7.40279,2.16701,176.9,1995,Forage equipe PMH,India Mark II,35.9,10.2,4.69,,66.0,494,100.0,3,Aucune gestion formelle,Gratuit,0.0,1,0,20.8,ONG internationale,ENT-016,1,13.0,61.0,Reparation legere,57000.0,fonctionnel a reparer
PE-001226,2025-10-13,Plateau,Ketou,7.08067,2.31523,75.1,1983,Forage equipe PMH,India Mark II,38.0,14.0,5.14,Potable,22.0,0,1030.0,4,Comite de gestion villageois,Gratuit,0.0,1,1,2.6,ONG internationale,ENT-038,2,,1.0,Aucune,0.0,fonctionnel
PE-008275,2025-06-23,Plateau,Pobe,7.20116,2.65955,167.9,1984,Forage equipe PMH,Vergnet,66.2,,5.05,Potable,74.0,265,200.0,4,Comite de gestion villageois,Cotisation annuelle,320.0,0,0,56.1,Etat,ENT-042,1,30.0,162.0,Rehabilitation lourde,1526000.0,en panne
PE-000349,2025-08-27,Zou,Zangnanado,7.09285,2.63204,24.1,1987,Puits moderne,India Mark II,13.3,5.0,1.42,Potable,58.0,255,210.0,6,Comite de gestion villageois,Au volume,430.0,0,0,31.4,Cooperation bilaterale,ENT-021,2,,264.0,Rehabilitation lourde,474000.0,en panne
PE-002207,2025-05-27,Zou,Ouinhi,7.24095,2.15063,171.3,2012,Adduction d'eau villageoise,Immergee electrique,44.8,11.1,10.5,Potable,64.0,308,490.0,3,Gestion communale,Gratuit,0.0,1,1,32.8,ONG internationale,ENT-036,0,,1.0,Aucune,0.0,fonctionnel
PE-004182,2025-08-16,Borgou,Perere,9.7318,2.55699,,2013,Forage equipe PMH,India Mark II,55.0,26.4,1.16,Potable,65.0,331,200.0,4,Comite de gestion villageois,Gratuit,0.0,0,1,22.8,Commune,ENT-036,1,,3.0,Aucune,0.0,fonctionnel
PE-004250,2025-05-28,Oueme,Adjarra,6.88628,2.24945,107.6,1988,Poste d'eau autonome,Immergee solaire,53.6,15.4,,Potable,41.0,172,110.0,4,Comite de gestion villageois,Au volume,160.0,0,0,45.8,Commune,ENT-026,2,48.0,111.0,Remplacement de pompe,850000.0,en panne
PE-005526,2025-11-08,Atlantique,Abomey-Calavi,6.36873,1.66762,12.1,2011,Forage equipe PMH,India Mark II,79.7,37.1,2.07,Potable,31.0,151,260.0,3,Gestion communale,Au volume,430.0,1,1,27.8,Cooperation bilaterale,ENT-052,1,4.0,6.0,Aucune,0.0,fonctionnel
PE-010366,2025-06-10,Collines,Save,9.08174,2.13551,198.8,1994,Adduction d'eau villageoise,Immergee electrique,91.0,49.8,4.68,Fluoree,57.0,357,450.0,4,Comite de gestion villageois,Au volume,540.0,0,1,14.6,Commune,ENT-022,2,59.0,270.0,Remplacement de pompe,1470000.0,en panne
PE-004619,2025-09-16,Atlantique,Toffo,6.09432,2.14216,317.5,2011,Forage equipe PMH,India Mark II,43.3,7.9,1.59,Potable,84.0,624,500.0,3,Comite de gestion villageois,Gratuit,0.0,1,1,11.2,Commune,ENT-026,1,20.0,0.0,Aucune,0.0,fonctionnel
PE-003671,2025-02-22,Oueme,Seme-Kpodji,6.21925,2.65069,194.2,1995,Forage equipe PMH,India Mark II,53.1,29.1,1.65,Turbide,9.0,35,890.0,1,Delegataire prive,Au volume,340.0,0,1,21.9,ONG internationale,ENT-023,0,18.0,4.0,Aucune,0.0,fonctionnel
PE-001750,2025-04-20,Oueme,Bonou,6.6949,2.46402,226.5,1986,Forage equipe PMH,India Mark II,54.2,22.2,1.96,Potable,64.0,371,510.0,4,Comite de gestion villageois,Cotisation annuelle,390.0,0,0,39.4,Commune,ENT-001,2,10.0,4.0,Aucune,0.0,fonctionnel
PE-007915,2025-11-04,Oueme,Bonou,6.68074,2.24396,164.2,1986,Forage equipe PMH,Kardia,77.0,35.3,0.8,Ferrugineuse,10.0,56,470.0,2,Comite de gestion villageois,Gratuit,0.0,1,0,41.8,ONG internationale,ENT-026,1,16.0,97.0,Rehabilitation lourde,2122000.0,en panne
PE-004920,2025-08-16,Couffo,Klouekanme,6.8555,2.12833,58.5,2024,Poste d'eau autonome,Immergee solaire,40.6,5.6,,,91.0,449,880.0,3,Comite de gestion villageois,Au volume,290.0,0,0,7.7,Commune,ENT-033,1,31.0,3.0,Aucune,0.0,fonctionnel
PE-001008,2025-02-25,Atacora,Toucountouna,10.79004,1.79365,340.7,2020,Forage equipe PMH,Volanta,71.2,15.6,3.6,Potable,140.0,848,850.0,1,Delegataire prive,Au volume,930.0,1,0,35.2,Association villageoise,ENT-005,0,9.0,6.0,Aucune,0.0,fonctionnel
PE-008903,2025-01-20,Atacora,Boukoumbe,10.66986,1.81394,231.9,1991,Adduction d'eau villageoise,Immergee solaire,76.3,23.6,0.66,Ferrugineuse,79.0,479,1000.0,2,Gestion communale,Au volume,,1,1,35.1,Cooperation bilaterale,ENT-012,1,4.0,13.0,Aucune,0.0,fonctionnel
PE-007806,2025-10-21,Zou,Abomey,6.88222,2.12054,29.8,1989,Forage equipe PMH,Volanta,49.9,23.7,1.53,Ferrugineuse,143.0,654,610.0,1,Comite de gestion villageois,Cotisation annuelle,110.0,1,1,56.3,Etat,ENT-050,3,7.0,17.0,Reparation legere,280000.0,fonctionnel a reparer
PE-005914,2025-03-25,Zou,Zogbodomey,7.37055,2.36489,308.3,2015,Adduction d'eau villageoise,Immergee solaire,63.3,6.5,8.34,Potable,136.0,909,120.0,5,Comite de gestion villageois,Au volume,470.0,0,0,48.1,ONG internationale,ENT-008,2,14.0,1.0,Aucune,0.0,fonctionnel
PE-011189,2025-07-23,Zou,Agbangnizoun,7.14482,2.18221,145.2,2005,Forage equipe PMH,India Mark II,77.0,29.5,-1.0,Potable,45.0,259,170.0,7,Comite de gestion villageois,Cotisation annuelle,2130.0,1,0,25.4,Etat,ENT-032,0,4.0,9.0,Aucune,0.0,fonctionnel
PE-008931,2025-04-25,Zou,Agbangnizoun,7.32256,2.34951,,2022,Puits moderne,India Mark II,16.2,7.7,1.29,Potable,42.0,228,1430.0,1,Gestion communale,Cotisation annuelle,450.0,0,0,24.2,Commune,ENT-020,1,,52.0,Remplacement de pompe,1300000.0,en panne
PE-005598,2025-06-26,Atlantique,Allada,5.99507,2.42192,171.9,2017,Poste d'eau autonome,Immergee electrique,50.6,,4.93,Potable,49.0,295,1260.0,2,Gestion communale,Cotisation annuelle,150.0,0,0,41.0,ONG internationale,ENT-001,0,30.0,4.0,Aucune,0.0,fonctionnel
PE-010594,2025-09-01,Oueme,Seme-Kpodji,6.57739,2.76534,192.9,1993,Poste d'eau autonome,Immergee electrique,99.3,24.3,1.89,Potable,76.0,420,220.0,5,Comite de gestion villageois,Cotisation annuelle,100.0,1,0,38.6,Association villageoise,ENT-028,1,18.0,143.0,Rehabilitation lourde,948000.0,en panne
PE-006992,2025-10-11,Atacora,TOUCOUNTOUNA,10.71312,2.00563,30.0,2003,Forage equipe PMH,Kardia,78.2,19.4,2.27,Potable,78.0,490,930.0,4,Aucune gestion formelle,Gratuit,0.0,0,0,13.0,ONG internationale,ENT-031,1,9.0,26.0,Reparation legere,82000.0,fonctionnel a reparer
PE-008716,2025-07-19,Mono,Houeyogbe,7.21703,1.35008,127.8,1995,Puits traditionnel ameliore,India Mark II,55.0,7.3,3.04,Potable,47.0,322,1030.0,3,Comite de gestion villageois,Cotisation annuelle,140.0,1,1,65.4,Association villageoise,ENT-012,3,18.0,43.0,Remplacement de pieces,70000.0,fonctionnel a reparer
PE-003215,2025-01-28,Oueme,Bonou,6.39236,2.62546,,2019,Forage equipe PMH,Vergnet,103.3,39.2,5.98,Potable,61.0,369,660.0,2,Delegataire prive,Forfait mensuel,760.0,1,0,9.0,ONG internationale,ENT-004,0,7.0,3.0,Aucune,0.0,fonctionnel
PE-005003,2025-03-08,Alibori,Malanville,12.12318,2.94552,112.3,2012,Forage equipe PMH,India Mark II,46.6,15.0,3.59,Saumatre,101.0,373,500.0,6,Comite de gestion villageois,Cotisation annuelle,640.0,0,0,5.2,Etat,ENT-047,0,18.0,1.0,Aucune,0.0,fonctionnel
PE-001723,2025-04-01,Collines,Bante,8.32967,2.31211,,2000,Adduction d'eau villageoise,Immergee electrique,89.7,,3.56,Potable,53.0,251,790.0,4,Gestion communale,Au volume,670.0,0,0,10.5,Etat,ENT-004,2,34.0,345.0,Abandon,1256000.0,en panne
PE-010978,2025-09-28,Mono,Bopa,6.51837,1.52597,174.2,2011,Poste d'eau autonome,Immergee thermique,52.0,17.7,1.6,Potable,109.0,533,660.0,2,Comite de gestion villageois,Cotisation annuelle,1300.0,0,0,99.6,ONG internationale,ENT-019,1,10.0,159.0,Remplacement de pompe,1879000.0,en panne
PE-008971,2025-05-07,Donga,Copargo,8.99225,1.43502,38.8,2011,Puits traditionnel ameliore,Aucune (puisage manuel),19.6,4.1,3.03,,43.0,249,720.0,5,Comite de gestion villageois,Gratuit,0.0,0,0,2.6,ONG internationale,ENT-052,0,24.0,3.0,Aucune,0.0,fonctionnel
PE-010724,2025-07-04,Borgou,Parakou,10.33106,2.37246,292.4,2019,Poste d'eau autonome,Immergee thermique,58.8,21.5,4.39,Potable,95.0,492,370.0,4,Comite de gestion villageois,Au volume,770.0,0,0,12.2,ONG internationale,ENT-008,0,13.0,5.0,Aucune,0.0,fonctionnel
PE-007507,2025-11-02,Zou,Za-Kpota,7.21549,1.63654,38.6,2006,Forage equipe PMH,Volanta,71.8,28.0,1.84,Ferrugineuse,103.0,464,1300.0,2,Comite de gestion villageois,Cotisation annuelle,170.0,1,0,33.8,Cooperation bilaterale,ENT-001,1,9.0,192.0,Remplacement de pompe,213000.0,en panne
PE-006981,2025-05-20,Oueme,Adjarra,6.63073,2.8705,170.4,2002,Puits moderne,Aucune (puisage manuel),5.0,1.5,4.16,Potable,62.0,440,230.0,2,Delegataire prive,Au volume,200.0,1,1,76.7,Etat,ENT-017,3,7.0,5.0,Aucune,0.0,fonctionnel
PE-003012,2025-02-04,Atlantique,Abomey-Calavi,5.9164,2.37888,405.5,2023,Puits moderne,India Mark II,13.5,2.0,4.11,Potable,126.0,658,260.0,7,Delegataire prive,Au volume,1310.0,1,1,52.3,ONG internationale,ENT-025,1,27.0,3.0,Aucune,0.0,fonctionnel
PE-004395,2025-11-10,Atlantique,So-Ava,6.2798,2.42798,185.1,0,Forage equipe PMH,Kardia,7.0,1.2,2.98,Ferrugineuse,60.0,367,100.0,1,Comite de gestion villageois,Cotisation annuelle,1340.0,0,0,69.8,Commune,ENT-051,3,22.0,196.0,Rehabilitation lourde,660000.0,en panne
PE-004923,2025-07-24,Atlantique,So-Ava,6.30992,2.05862,144.8,1985,Forage equipe PMH,Vergnet,78.8,23.5,2.53,,85.0,521,680.0,1,Comite de gestion villageois,Gratuit,0.0,0,1,70.3,Etat,ENT-047,1,26.0,322.0,Remplacement de pompe,1373000.0,en panne
PE-009465,2025-04-12,Atlantique,Toffo,6.75931,2.34154,206.6,2002,Adduction d'eau villageoise,Immergee solaire,109.7,67.9,,Potable,75.0,356,280.0,3,Gestion communale,Cotisation annuelle,560.0,0,1,3.2,ONG internationale,ENT-020,2,16.0,1.0,Aucune,0.0,fonctionnel
PE-007474,09/09/2025,Borgou,Tchaourou,9.83121,2.29641,198.1,1991,Adduction d'eau villageoise,Immergee thermique,70.2,14.5,,Potable,27.0,134,320.0,3,Comite de gestion villageois,Gratuit,0.0,0,0,32.7,Commune,ENT-013,2,31.0,130.0,Rehabilitation lourde,885000.0,en panne
PE-003336,2025-09-04,Collines,Ouesse,8.52575,2.26164,42.2,2015,Forage equipe PMH,India Mark II,103.2,41.6,5.83,Turbide,77.0,440,860.0,3,Comite de gestion villageois,Au volume,220.0,0,0,29.9,Cooperation bilaterale,ENT-047,1,20.0,6.0,Aucune,0.0,fonctionnel
PE-002994,2025-03-06,Zou,Bohicon,7.30837,2.45748,230.6,2005,Adduction d'eau villageoise,Immergee solaire,58.5,22.8,,Potable,47.0,217,570.0,3,Gestion communale,Cotisation annuelle,410.0,0,0,43.7,Etat,ENT-041,1,4.0,4.0,Aucune,0.0,fonctionnel
PE-004093,2025-10-13,Mono,Lokossa,7.56149,1.53672,236.6,2009,Puits moderne,Aucune (puisage manuel),17.2,9.1,1.31,Potable,111.0,0,90.0,4,Comite de gestion villageois,Cotisation annuelle,230.0,1,1,21.1,Etat,ENT-009,0,3.0,2.0,Aucune,0.0,fonctionnel
PE-003546,2025-10-22,Zou,Djidja,7.19138,2.14982,,1997,Puits moderne,Aucune (puisage manuel),5.0,3.3,2.53,Potable,88.0,500,1040.0,4,Delegataire prive,Au volume,140.0,0,0,14.4,ONG internationale,ENT-019,5,46.0,0.0,Aucune,0.0,fonctionnel
PE-002902,2025-07-30,Atlantique,Kpomasse,6.62984,1.99621,242.9,2012,Forage equipe PMH,Vergnet,48.2,17.4,5.02,Saumatre,44.0,213,470.0,1,Aucune gestion formelle,Cotisation annuelle,1610.0,1,0,8.0,Cooperation bilaterale,ENT-038,2,4.0,1.0,Aucune,0.0,fonctionnel
PE-005140,2025-06-29,Oueme,Bonou,6.75071,2.5942,131.9,1998,Adduction d'eau villageoise,Immergee solaire,91.1,33.7,1.59,Fluoree,41.0,230,650.0,5,Gestion communale,Au volume,440.0,0,0,38.4,ONG internationale,ENT-034,2,,115.0,Rehabilitation lourde,1138000.0,en panne
